customerid,orderdate,orderno,itemprice,orderitem,orderitemcate,ordernum,orderprice,,
M1293243,2020/9/18,20200918-119055,14900,gh11940,食品,1,14900,,
O1561159,2020/12/7,20201207-119056,5100,as10596,家具,2,10200,,
C1057524,2019/5/2,20190502-119057,2900,hv11247,雑貨,3,8700,,
P1720014,2021/2/5,20210205-119058,3100,bu10103,衣料,1,3100,,
B1963311,2020/9/17,20200917-119059,19000,tl11146,雑貨,1,19000,,
T1836968,2021/10/3,20211003-119060,28400,ov10305,衣料,3,85200,,
R1866479,2020/12/17,20201217-119061,29100,ra11099,家電,1,29100,,
L1369783,2019/6/27,20190627-119062,1728,iy11030,本,1,1728,,
W1532348,2019/8/28,20190828-119063,13800,ac10841,家電,2,27600,,
G1603531,2021/2/5,20210205-119064,26300,jz12440,食品,3,78900,,
X1266662,2020/8/4,20200804-119065,3300,ol11246,家具,3,9900,,
J1584255,2020/10/12,20201012-119066,29900,hc12163,衣料,2,59800,,
G1942416,2021/8/9,20210809-119067,28200,po11851,家電,1,28200,,
F1072397,2019/9/19,20190919-119068,19900,db11922,雑貨,1,19900,,
C1082756,2021/7/22,20210722-119069,21200,ak12102,家電,2,42400,,
R1778966,2021/4/6,20210406-119070,29700,xq10783,食品,2,59400,,
H1070626,2019/5/29,20190529-119071,5100,kc12009,食品,1,5100,,
V1428046,2021/10/15,20211015-119072,28400,ov10305,衣料,2,56800,,
W1652444,2019/6/15,20190615-119073,22000,hw10190,家具,2,44000,,
X1471782,2020/6/8,20200608-119074,28200,ty11571,衣料,2,56400,,
Q1352120,2021/7/10,20210710-119075,25900,ok10865,家電,2,51800,,
Q1904738,2021/6/18,20210618-119076,27100,ux12220,家具,2,54200,,
U1695048,2019/7/31,20190731-119077,26300,tt12150,家具,1,26300,,
A1881615,2021/9/19,20210919-119078,1335,ei12005,本,1,1335,,
E1552937,2019/10/7,20191007-119079,27700,sg11451,衣料,2,55400,,
H1921980,2021/5/17,20210517-119080,18000,iw11751,家電,3,54000,,
R1529096,2020/3/22,20200322-119081,13700,wf10874,衣料,3,41100,,
N1568561,2021/11/1,20211101-119082,20900,cc11153,雑貨,1,20900,,
C1623976,2021/3/7,20210307-119083,17900,kl10205,衣料,2,35800,,
T1708659,2019/8/1,20190801-119084,1890,yp10884,本,3,5670,,
Y1458027,2021/8/2,20210802-119085,1074,hm12688,本,1,1074,,
U1822286,2020/3/29,20200329-119086,10200,wx11607,家電,3,30600,,
E1882679,2021/3/8,20210308-119087,2134,lh11856,本,1,2134,,
F1093313,2021/8/14,20210814-119088,7300,qm10352,家電,3,21900,,
R1770744,2020/12/24,20201224-119089,23900,jw12154,家具,1,23900,,
S1086074,2021/10/20,20211020-119090,24500,xg11836,家具,1,24500,,
W1237036,2019/4/5,20190405-119091,29900,et10740,家電,3,89700,,
I1418375,2020/11/15,20201115-119092,2195,ig11959,本,2,4390,,
N1424197,2020/3/30,20200330-119093,4700,ra10922,雑貨,2,9400,,
O1438230,2021/5/17,20210517-119094,2098,rb12765,本,2,4196,,
N1111438,2021/4/6,20210406-119095,705,lq11278,本,1,705,,
A1390290,2020/8/27,20200827-119096,10500,nt11362,雑貨,3,31500,,
W1429079,2020/9/19,20200919-119097,4000,bc12792,雑貨,1,4000,,
X1508779,2020/12/8,20201208-119098,17100,uw10714,家電,2,34200,,
E1243577,2021/5/26,20210526-119099,6900,be11877,雑貨,2,13800,,
L1242974,2019/7/20,20190720-119100,23300,kg10350,家電,1,23300,,
W1382785,2021/7/23,20210723-119101,1545,om11953,本,3,4635,,
C1738317,2019/11/26,20191126-119102,11400,zd12421,家電,3,34200,,
E1484567,2021/3/6,20210306-119103,12400,yw12764,衣料,2,24800,,
W1521623,2019/11/30,20191130-119104,17500,de11171,衣料,2,35000,,
W1404064,2019/12/3,20191203-119105,910,fj10056,本,3,2730,,
D1949972,2019/5/2,20190502-119106,24600,sd11777,食品,1,24600,,
G1247762,2020/10/19,20201019-119107,18400,gi10240,食品,2,36800,,
D1617314,2019/12/23,20191223-119108,12400,wm12772,食品,3,37200,,
Y1496991,2020/11/6,20201106-119109,26300,tt12150,家具,2,52600,,
F1293166,2019/11/17,20191117-119110,1200,hw12356,食品,1,1200,,
L1720983,2019/12/9,20191209-119111,8200,bb10880,食品,2,16400,,
M1712240,2019/4/22,20190422-119112,16200,pz10391,家具,1,16200,,
C1125792,2019/8/12,20190812-119113,27600,mz12988,雑貨,3,82800,,
Q1834326,2020/8/12,20200812-119114,2600,qw10889,食品,3,7800,,
H1660577,2019/4/15,20190415-119115,7700,zt12273,食品,2,15400,,
M1996865,2019/9/27,20190927-119116,22400,mx12668,家電,1,22400,,
R1383416,2021/7/19,20210719-119117,1251,ao12885,本,1,1251,,
A1803897,2019/6/12,20190612-119118,18900,om11341,雑貨,1,18900,,
I1262189,2019/2/16,20190216-119119,26200,oo11419,家具,2,52400,,
F1128217,2021/10/13,20211013-119120,20900,du10416,家電,1,20900,,
G1610648,2021/8/14,20210814-119121,17200,yr11958,食品,3,51600,,
Q1487263,2020/12/6,20201206-119122,1366,sl11152,本,2,2732,,
C1624198,2020/11/13,20201113-119123,727,fv11293,本,3,2181,,
H1093845,2021/9/27,20210927-119124,14300,wk10199,食品,2,28600,,
Z1640926,2019/7/3,20190703-119125,1568,ti12681,本,2,3136,,
N1247385,2020/12/22,20201222-119126,721,pe10516,本,1,721,,
H1522311,2019/7/11,20190711-119127,2175,iy10097,本,1,2175,,
E1491677,2020/11/24,20201124-119128,18800,yy11984,家電,3,56400,,
T1688922,2019/3/7,20190307-119129,29300,ay10120,家具,2,58600,,
N1340435,2020/12/29,20201229-119130,1600,tl12730,本,3,4800,,
X1258620,2021/2/20,20210220-119131,12200,lb11482,家具,2,24400,,
K1593476,2019/8/2,20190802-119132,29000,he10224,家電,2,58000,,
B1594586,2019/10/30,20191030-119133,4300,fw11703,衣料,2,8600,,
M1768255,2021/6/14,20210614-119134,1614,ep12749,本,1,1614,,
Y1282133,2021/2/13,20210213-119135,3800,eb10455,衣料,2,7600,,
E1782027,2019/6/16,20190616-119136,28500,es11285,家具,1,28500,,
Y1068370,2020/4/30,20200430-119137,22000,rr10830,衣料,3,66000,,
A1354363,2021/7/7,20210707-119138,732,mn12525,本,2,1464,,
E1046643,2020/9/9,20200909-119139,11500,ba11835,家具,3,34500,,
G1164954,2021/1/9,20210109-119140,14600,lo10603,家具,3,43800,,
V1330088,2020/8/21,20200821-119141,2600,qu11214,衣料,3,7800,,
N1471859,2021/2/27,20210227-119142,26000,gj11754,雑貨,3,78000,,
Z1451858,2020/3/5,20200305-119143,8000,ab12214,家具,3,24000,,
C1442855,2021/7/27,20210727-119144,7000,kp11686,衣料,2,14000,,
D1525242,2021/5/1,20210501-119145,1800,rj12715,雑貨,3,5400,,
L1866388,2021/7/30,20210730-119146,3300,bq10851,雑貨,1,3300,,
H1820737,2019/2/18,20190218-119147,2600,tm10869,家具,3,7800,,
T1911770,2020/10/8,20201008-119148,906,mr12155,本,3,2718,,
H1707223,2020/3/14,20200314-119149,25800,wq10663,家具,1,25800,,
D1168566,2021/10/22,20211022-119150,13400,ry11220,食品,3,40200,,
S1442489,2019/5/24,20190524-119151,12200,na12146,家電,1,12200,,
U1695048,2021/5/8,20210508-119152,25900,hu12538,家電,3,77700,,
C1273756,2020/5/30,20200530-119153,23900,jw12154,家具,2,47800,,
E1672280,2019/11/2,20191102-119154,5500,eq12250,家具,3,16500,,
O1758814,2019/4/12,20190412-119155,19500,pb10225,家電,3,58500,,
I1097642,2019/12/29,20191229-119156,24600,ze11361,食品,2,49200,,
I1441269,2021/7/20,20210720-119157,19200,zw10287,衣料,3,57600,,
J1222839,2019/4/8,20190408-119158,5200,pe10046,雑貨,2,10400,,
K1724924,2019/7/26,20190726-119159,27100,ux12220,家具,1,27100,,
B1350924,2020/6/25,20200625-119160,6500,dw11173,雑貨,2,13000,,
F1900081,2019/2/27,20190227-119161,27500,vw11187,食品,1,27500,,
U1437279,2020/10/20,20201020-119162,3100,ls10432,家具,1,3100,,
S1067551,2020/9/23,20200923-119163,18800,pp12669,家具,3,56400,,
V1611584,2020/4/28,20200428-119164,24400,wy10838,家電,3,73200,,
P1046115,2021/3/18,20210318-119165,16200,pz10391,家具,3,48600,,
K1162275,2020/10/8,20201008-119166,18600,sq12494,衣料,1,18600,,
O1515239,2020/6/16,20200616-119167,22900,vt12970,雑貨,3,68700,,
P1671154,2020/2/12,20200212-119168,11800,ah10916,家具,3,35400,,
Q1144318,2020/7/7,20200707-119169,25100,vt10639,家具,3,75300,,
U1607936,2020/9/5,20200905-119170,28200,xm11384,雑貨,1,28200,,
X1159490,2020/1/15,20200115-119171,26100,hj10301,家具,3,78300,,
S1586361,2020/8/26,20200826-119172,2500,if12923,衣料,3,7500,,
H1898032,2019/8/9,20190809-119173,26200,oo11419,家具,3,78600,,
U1469869,2020/3/4,20200304-119174,28000,zx10787,家電,1,28000,,
F1612124,2021/8/12,20210812-119175,6800,xi12271,衣料,2,13600,,
C1437851,2020/2/6,20200206-119176,13000,gw10914,家電,2,26000,,
V1380839,2019/10/26,20191026-119177,24200,pi12115,衣料,3,72600,,
V1397689,2019/10/1,20191001-119178,7900,ly12522,家電,3,23700,,
R1788153,2019/5/25,20190525-119179,3600,mv12670,家具,1,3600,,
N1898349,2020/6/30,20200630-119180,6500,dw11173,雑貨,2,13000,,
Y1996535,2019/6/9,20190609-119181,10900,lp11630,家電,3,32700,,
G1974587,2021/4/26,20210426-119182,17400,mp12957,衣料,1,17400,,
C1525531,2019/8/27,20190827-119183,12300,kz11954,家具,3,36900,,
B1176152,2019/10/26,20191026-119184,21700,up10499,衣料,2,43400,,
Y1633560,2020/3/17,20200317-119185,24300,sq10431,食品,3,72900,,
S1401228,2021/3/17,20210317-119186,2300,ga12156,雑貨,3,6900,,
A1549654,2020/11/13,20201113-119187,12500,kr10686,衣料,3,37500,,
B1289416,2019/4/2,20190402-119188,18500,hn10835,食品,1,18500,,
T1917649,2021/9/10,20210910-119189,12700,ip10106,雑貨,1,12700,,
Y1749679,2021/2/24,20210224-119190,27500,qm10594,雑貨,3,82500,,
U1553359,2020/5/17,20200517-119191,2400,mq12031,食品,1,2400,,
R1680974,2019/7/8,20190708-119192,1725,bv10438,本,3,5175,,
J1800067,2019/10/6,20191006-119193,5800,cx12771,衣料,2,11600,,
P1027898,2020/9/19,20200919-119194,20100,qw10715,雑貨,2,40200,,
H1364828,2019/5/30,20190530-119195,2098,ku12189,本,1,2098,,
Z1476775,2020/8/31,20200831-119196,1277,zu11313,本,1,1277,,
U1432430,2019/5/24,20190524-119197,9600,gc12332,食品,3,28800,,
O1427738,2020/3/26,20200326-119198,2500,uk11785,家具,2,5000,,
F1916839,2019/4/16,20190416-119199,29100,xh11668,家具,2,58200,,
J1445027,2019/10/11,20191011-119200,20000,nl10808,食品,2,40000,,
U1649920,2020/8/9,20200809-119201,11300,jj10570,食品,2,22600,,
C1943984,2019/10/18,20191018-119202,9500,do12047,食品,2,19000,,
G1484067,2020/9/19,20200919-119203,4700,zj12157,家電,1,4700,,
R1274894,2019/5/19,20190519-119204,21200,tx10136,食品,2,42400,,
T1971375,2019/2/12,20190212-119205,1600,yt11148,食品,1,1600,,
J1401684,2020/5/2,20200502-119206,3200,ji10481,雑貨,2,6400,,
I1104410,2021/2/3,20210203-119207,20100,wh12927,家具,2,40200,,
L1610278,2020/9/4,20200904-119208,1724,yq12600,本,3,5172,,
H1048948,2019/2/18,20190218-119209,1774,jm10130,本,1,1774,,
O1344097,2021/6/20,20210620-119210,25700,mk10788,衣料,3,77100,,
T1424354,2021/6/6,20210606-119211,6900,nj11825,食品,3,20700,,
H1936983,2020/9/23,20200923-119212,869,ib12534,本,3,2607,,
R1847356,2020/3/26,20200326-119213,25700,qj11626,衣料,1,25700,,
Z1143578,2021/3/31,20210331-119214,13700,ui11799,家具,1,13700,,
A1374015,2019/4/12,20190412-119215,27900,he11473,雑貨,1,27900,,
U1036138,2021/1/30,20210130-119216,19500,nf11463,家電,1,19500,,
M1969268,2020/10/11,20201011-119217,21500,qz10316,雑貨,3,64500,,
C1379584,2020/7/3,20200703-119218,12100,am10752,家具,3,36300,,
S1240056,2019/12/7,20191207-119219,3400,cq12740,家具,1,3400,,
Z1793283,2021/9/1,20210901-119220,20300,ns12181,食品,2,40600,,
P1784119,2019/8/10,20190810-119221,4200,nj11647,食品,2,8400,,
O1826147,2020/9/14,20200914-119222,1900,us12895,本,1,1900,,
E1652522,2019/12/29,20191229-119223,26500,dm10617,食品,3,79500,,
I1629317,2021/3/2,20210302-119224,27500,xq11304,雑貨,2,55000,,
P1783245,2019/7/15,20190715-119225,12300,ao10564,雑貨,3,36900,,
Q1046064,2021/10/28,20211028-119226,4000,oo10342,家電,3,12000,,
E1107969,2019/5/3,20190503-119227,7300,qm10352,家電,2,14600,,
J1199269,2020/1/20,20200120-119228,19300,iq10361,家電,1,19300,,
X1706792,2019/6/3,20190603-119229,856,ep11273,本,2,1712,,
F1955384,2021/7/29,20210729-119230,15900,by11305,食品,2,31800,,
C1221588,2021/4/4,20210404-119231,680,kz11085,本,3,2040,,
L1922177,2019/10/15,20191015-119232,4200,yk12383,衣料,2,8400,,
R1978642,2021/8/8,20210808-119233,22000,sl11450,雑貨,3,66000,,
X1897227,2021/1/22,20210122-119234,22900,rb12035,家具,2,45800,,
S1926929,2021/5/6,20210506-119235,24600,ze11361,食品,2,49200,,
R1206140,2019/8/9,20190809-119236,6900,ib10289,家電,1,6900,,
Y1853126,2019/4/21,20190421-119237,23000,de11949,家具,3,69000,,
Z1842132,2020/12/9,20201209-119238,27100,ug12804,食品,1,27100,,
M1271524,2021/8/29,20210829-119239,24800,mm11398,雑貨,2,49600,,
G1164954,2021/9/21,20210921-119240,25300,nt10971,食品,3,75900,,
Z1289935,2020/3/10,20200310-119241,16900,hj10131,家具,3,50700,,
M1710028,2021/4/28,20210428-119242,8300,oo10041,食品,2,16600,,
G1404658,2019/10/2,20191002-119243,21800,za11035,衣料,2,43600,,
A1406279,2020/10/26,20201026-119244,14400,cw12850,衣料,1,14400,,
Q1847838,2021/4/4,20210404-119245,21800,uy10142,食品,2,43600,,
P1616911,2020/10/11,20201011-119246,6500,fk11008,食品,3,19500,,
F1610174,2019/5/13,20190513-119247,13700,wf10874,衣料,1,13700,,
P1524364,2020/6/19,20200619-119248,13600,jp11299,雑貨,3,40800,,
G1409699,2021/6/27,20210627-119249,14400,dh11889,衣料,2,28800,,
U1104867,2021/3/12,20210312-119250,4500,ja10252,家具,2,9000,,
V1640450,2019/7/8,20190708-119251,7600,lm12734,雑貨,3,22800,,
D1222127,2020/5/18,20200518-119252,7600,lm12734,雑貨,3,22800,,
Z1436745,2020/4/24,20200424-119253,957,vm10939,本,1,957,,
Y1044427,2020/12/12,20201212-119254,10100,bx10060,家具,3,30300,,
P1167154,2019/5/30,20190530-119255,29100,xh11668,家具,2,58200,,
V1604458,2019/8/10,20190810-119256,25000,yg10866,衣料,2,50000,,
B1818876,2019/12/13,20191213-119257,25400,sg10538,雑貨,1,25400,,
A1175516,2021/8/3,20210803-119258,6500,fk11008,食品,2,13000,,
E1168019,2021/9/23,20210923-119259,14300,wk10199,食品,1,14300,,
K1351689,2020/3/16,20200316-119260,2400,mq12031,食品,1,2400,,
J1863154,2019/7/15,20190715-119261,28100,uk10929,衣料,2,56200,,
Z1294718,2019/10/11,20191011-119262,2500,dk12306,食品,2,5000,,
X1651426,2020/8/22,20200822-119263,6500,ku10836,衣料,3,19500,,
U1048717,2019/10/12,20191012-119264,11800,di11742,家電,1,11800,,
J1778787,2019/12/22,20191222-119265,10400,np11909,家具,1,10400,,
Z1239224,2019/5/14,20190514-119266,9800,uf10309,食品,2,19600,,
A1914830,2020/9/23,20200923-119267,16500,sc12876,家電,1,16500,,
X1118773,2021/8/9,20210809-119268,4400,xx11977,食品,1,4400,,
I1002398,2019/8/3,20190803-119269,18700,pf11240,雑貨,1,18700,,
A1323979,2019/11/18,20191118-119270,1600,yt11148,食品,1,1600,,
W1069513,2021/5/11,20210511-119271,9700,vc12335,食品,1,9700,,
X1502755,2020/8/7,20200807-119272,15800,df10447,雑貨,1,15800,,
A1394936,2019/8/10,20190810-119273,9600,fh11896,食品,2,19200,,
T1602471,2019/9/29,20190929-119274,25300,yg12977,衣料,3,75900,,
G1424546,2020/6/15,20200615-119275,21500,yq11691,雑貨,2,43000,,
H1477711,2021/8/31,20210831-119276,15200,mb11859,衣料,1,15200,,
P1838991,2019/9/19,20190919-119277,19100,cz10043,食品,2,38200,,
K1535241,2020/3/5,20200305-119278,17100,cu12986,家電,3,51300,,
T1668927,2019/2/18,20190218-119279,3600,bg11918,衣料,3,10800,,
J1199269,2021/6/30,20210630-119280,2600,qu11214,衣料,3,7800,,
K1661477,2019/7/21,20190721-119281,2100,yl10958,衣料,2,4200,,
G1211341,2019/11/12,20191112-119282,1013,dc10904,本,3,3039,,
E1368061,2021/10/14,20211014-119283,7800,sc10075,家電,2,15600,,
G1796761,2021/2/26,20210226-119284,22600,uy11615,雑貨,3,67800,,
S1895871,2019/3/16,20190316-119285,17000,xg12782,雑貨,1,17000,,
M1915318,2019/10/19,20191019-119286,15900,np10406,食品,3,47700,,
A1493130,2021/1/24,20210124-119287,12600,ks11996,家電,1,12600,,
M1346254,2021/10/7,20211007-119288,9600,ec12705,雑貨,1,9600,,
X1479843,2021/10/11,20211011-119289,19400,ci11902,雑貨,3,58200,,
Q1470869,2020/3/8,20200308-119290,21400,nl12833,家電,3,64200,,
J1123941,2020/11/11,20201111-119291,2600,tm10869,家具,1,2600,,
X1327317,2019/6/8,20190608-119292,10500,uw12206,衣料,3,31500,,
D1166581,2020/3/25,20200325-119293,14100,ip10724,衣料,3,42300,,
O1380116,2019/6/24,20190624-119294,1606,jg11839,本,1,1606,,
Z1602835,2019/9/6,20190906-119295,9300,rc11555,食品,1,9300,,
A1470597,2019/7/8,20190708-119296,14600,kh11627,衣料,1,14600,,
N1092363,2020/2/20,20200220-119297,1294,hy12450,本,1,1294,,
E1045573,2021/2/16,20210216-119298,17600,td10184,衣料,2,35200,,
K1461239,2019/12/20,20191220-119299,12600,ks11996,家電,2,25200,,
Z1266256,2019/6/23,20190623-119300,14000,rp11101,家具,2,28000,,
L1178160,2021/8/13,20210813-119301,2300,ok12412,衣料,1,2300,,
M1612454,2020/1/9,20200109-119302,19300,ur12524,家電,3,57900,,
K1070351,2021/4/8,20210408-119303,8100,cn10535,衣料,3,24300,,
W1527630,2021/1/17,20210117-119304,9000,gz11722,食品,2,18000,,
D1625291,2020/12/12,20201212-119305,7600,vb12826,雑貨,2,15200,,
L1597239,2019/3/1,20190301-119306,19100,hw10812,家具,3,57300,,
B1905312,2020/3/16,20200316-119307,1651,tj12410,本,3,4953,,
N1705286,2021/4/27,20210427-119308,18800,yy11984,家電,1,18800,,
L1288886,2021/10/22,20211022-119309,5700,ii12170,雑貨,1,5700,,
R1303486,2021/7/23,20210723-119310,16800,ip10356,衣料,2,33600,,
K1393241,2019/8/22,20190822-119311,4400,wx12199,雑貨,2,8800,,
B1294971,2019/9/9,20190909-119312,1205,eo12663,本,3,3615,,
D1140181,2020/9/25,20200925-119313,12400,wy10981,衣料,3,37200,,
S1149682,2020/10/27,20201027-119314,5000,dj12386,家電,3,15000,,
A1161278,2019/5/22,20190522-119315,14100,ld10495,家具,1,14100,,
U1587244,2021/1/20,20210120-119316,1520,bx12436,本,3,4560,,
B1919953,2021/8/11,20210811-119317,10800,bx10769,雑貨,2,21600,,
L1915051,2020/10/18,20201018-119318,1051,gv10267,本,1,1051,,
M1066941,2020/8/21,20200821-119319,7800,lb11642,雑貨,3,23400,,
Z1209472,2019/12/11,20191211-119320,20400,xy11746,家具,2,40800,,
D1047962,2021/2/2,20210202-119321,10400,np11909,家具,1,10400,,
D1806890,2019/11/13,20191113-119322,24900,jn10239,雑貨,3,74700,,
K1674957,2019/8/9,20190809-119323,27900,on10343,家電,3,83700,,
N1309115,2020/4/9,20200409-119324,23700,lp12719,雑貨,2,47400,,
U1203182,2019/12/28,20191228-119325,2147,oh12518,本,3,6441,,
B1474952,2020/12/13,20201213-119326,17100,gr11666,雑貨,1,17100,,
G1546130,2019/9/8,20190908-119327,12800,kq11834,家電,1,12800,,
I1729539,2019/2/10,20190210-119328,14600,hf10125,食品,3,43800,,
B1288232,2021/1/17,20210117-119329,16400,cz10269,家具,3,49200,,
X1497092,2021/8/1,20210801-119330,4600,wi10669,家電,2,9200,,
J1618728,2021/10/22,20211022-119331,2500,cf11641,食品,2,5000,,
T1776113,2021/9/25,20210925-119332,8100,en11476,雑貨,3,24300,,
M1943627,2020/9/19,20200919-119333,2493,qf11576,本,2,4986,,
A1400653,2021/9/28,20210928-119334,15600,je10798,家具,2,31200,,
Y1344343,2020/6/22,20200622-119335,13400,jg12832,衣料,1,13400,,
K1031975,2019/3/4,20190304-119336,10000,xe11228,食品,1,10000,,
G1904271,2020/10/15,20201015-119337,26100,co12441,雑貨,1,26100,,
S1086525,2020/9/18,20200918-119338,29000,uy10409,食品,2,58000,,
T1248136,2020/10/20,20201020-119339,12600,au12382,衣料,1,12600,,
Y1175811,2019/12/1,20191201-119340,22300,fx12684,家電,3,66900,,
N1158052,2019/10/28,20191028-119341,5100,dk12303,家電,2,10200,,
N1953224,2020/7/12,20200712-119342,28100,pu12098,雑貨,2,56200,,
P1456362,2021/10/23,20211023-119343,25100,mu12242,衣料,1,25100,,
V1244343,2021/7/7,20210707-119344,27400,ha12660,雑貨,2,54800,,
J1947751,2021/6/1,20210601-119345,7600,id12092,雑貨,3,22800,,
Y1522631,2021/7/31,20210731-119346,18000,bj10066,雑貨,1,18000,,
T1904812,2019/8/25,20190825-119347,14000,bt12535,食品,2,28000,,
V1968592,2020/8/14,20200814-119348,28200,ty11571,衣料,3,84600,,
R1528722,2020/9/23,20200923-119349,11300,ys12984,雑貨,3,33900,,
D1852398,2020/9/21,20200921-119350,2400,hy10277,食品,2,4800,,
X1860342,2020/10/17,20201017-119351,2600,qu11214,衣料,2,5200,,
G1865281,2019/3/7,20190307-119352,22800,im10210,家具,1,22800,,
X1967497,2020/7/28,20200728-119353,1357,yv11762,本,1,1357,,
L1147827,2020/2/3,20200203-119354,17100,yz10800,雑貨,3,51300,,
M1759419,2019/12/6,20191206-119355,16800,un11775,家電,2,33600,,
I1736144,2020/9/10,20200910-119356,20300,gq10213,雑貨,2,40600,,
W1741991,2021/4/22,20210422-119357,10900,lh10552,食品,2,21800,,
R1821586,2021/4/13,20210413-119358,19400,wd10313,雑貨,3,58200,,
C1538440,2021/2/14,20210214-119359,19500,nf11463,家電,2,39000,,
S1405235,2020/9/10,20200910-119360,22900,ae12128,衣料,1,22900,,
F1661662,2021/5/27,20210527-119361,2464,oj11623,本,2,4928,,
B1618568,2021/10/23,20211023-119362,26200,vb11506,衣料,2,52400,,
C1678425,2020/10/11,20201011-119363,5300,fa12359,家具,3,15900,,
G1442649,2021/5/9,20210509-119364,7100,ti10217,雑貨,2,14200,,
S1550642,2020/8/26,20200826-119365,1951,hk10360,本,3,5853,,
G1666185,2020/10/8,20201008-119366,2168,qi12993,本,2,4336,,
H1746334,2019/8/1,20190801-119367,774,ht12839,本,1,774,,
P1775167,2021/8/12,20210812-119368,3400,kp11324,衣料,1,3400,,
Q1889858,2019/10/3,20191003-119369,21300,dl11271,家電,1,21300,,
D1500175,2019/4/21,20190421-119370,19200,sn10348,家具,2,38400,,
I1557845,2021/10/1,20211001-119371,17300,et10679,雑貨,1,17300,,
S1420720,2021/9/15,20210915-119372,22500,qv11201,家具,3,67500,,
I1050496,2019/12/29,20191229-119373,1193,yj10949,本,2,2386,,
J1783146,2021/3/12,20210312-119374,1300,cv10587,衣料,3,3900,,
Z1156930,2020/1/15,20200115-119375,2447,tf11943,本,1,2447,,
B1317656,2021/3/4,20210304-119376,18900,gq12658,衣料,2,37800,,
